,load,inPin,inDirection,inSupply,driver,outPin,outDirection,outSupply
29613,gen12p93dl2/gtmempipe0/gtl3bankmtieoffpar41,gtmempipe_ft_tieoff_right_ext_6_exttie__gtl3bankm6_gtmempipe_ft__gtmempipe0_gtl3bankm0_lsqdunit1_sender_ext_lsqdunit_lsqdcore_lsqd_rd_rtn1_lsqd_cmd_sender_sender_vc_idata.ext_attrib.fmt0.extended_addr[52],in,VCCGT,gen12p93dl2/gtmempipe0/gtl3bankm6,ft_l3bankout_node_cmd_pkt_0_R_LR.ext_attrib.fmt0.extended_addr[52],out,VCCGT
29650,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,lnep_lnepbank_fork_cmp_pkt_0.reserved[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,lnep_lnepbank_fork_cmp_pkt_0__0.reserved[0],out,VCCGT
29654,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,lne_rru_rr_pkt_3.data[100],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,lne_rru_rr_pkt_3.data[100],out,VCCGT
29964,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar31,mcrgtnode1lnipar1_mcrgtnodecompar3_payload[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,mcrgtnode1lnipar1_mcrgtnodecompar3_payload[0],out,VCCGT
30008,gen12p93dl2/gtslice1/gtssm3/gtssmpar21,samp_ma_put,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar31,samp_ma_put_1,out,VCCGT
30074,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccvnninf_wrap11,psmi_sf_async_fifo_rst_prep,in,VCCCFC,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,psmi_sf_async_fifo_rst_prep,out,VCCGT
30363,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,input_from_child_1.trig_event,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar51,output_to_parent.trig_event,out,VCCGT
30471,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0/gtsqbgf_vccvnninf_wrap01,FuseL3HashNodeExcludeMask[0],in,VCCCFC,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,FuseL3HashNodeExcludeMask[0],out,VccVNNINF
30472,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccvnninf_wrap11,FuseL3HashNodeExcludeMask[0],in,VCCCFC,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,FuseL3HashNodeExcludeMask[0],out,VccVNNINF
30473,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par21,FuseL3HashNodeExcludeMask[0],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,FuseL3HashNodeExcludeMask[0],out,VccVNNINF
30474,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,FuseL3HashNodeExcludeMask[0],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,FuseL3HashNodeExcludeMask[0],out,VccVNNINF
30535,gen12p93dl2/gtslice0/gtssm2/gtssmpar21,samp_ma_interface.data[10],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar31,samp_ma_interface_1.data[10],out,VCCGT
31082,gen12p93dl2/gtslice0/gtssm1/gteusystop3,ga_dpas_data_ina[10][0],in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop3,ga_dpas_data_ina[10][0],out,VCCGT
31222,gen12p93dl2/gtslice1/gtssm1/gteutop2,visaeutop_prog_bus_in.visa_serial_cfg[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtlscpar11,gteutop2_visaeutop_prog_bus_in.visa_serial_cfg[0],out,VCCGT
31334,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,amfs_gafm_cmd_pkt.clientid.sliceid[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,amfs_gafm_cmd_pkt.clientid.sliceid[0],out,VCCGT
31466,gen12p93dl2/gtslice1/gtssm1/gtssmpar21,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31467,gen12p93dl2/gtslice1/gtssm1/gtssmpar41,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31469,gen12p93dl2/gtslice1/gtssm1/gteusystop0,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31470,gen12p93dl2/gtslice1/gtssm1/gteutop0,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31471,gen12p93dl2/gtslice1/gtssm1/gteusystop1,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31472,gen12p93dl2/gtslice1/gtssm1/gteutop1,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31473,gen12p93dl2/gtslice1/gtssm1/gteusystop2,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31474,gen12p93dl2/gtslice1/gtssm1/gteutop2,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31475,gen12p93dl2/gtslice1/gtssm1/gteusystop3,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31476,gen12p93dl2/gtslice1/gtssm1/gteutop3,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31477,gen12p93dl2/gtslice1/gtssm1/gteusystop4,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31478,gen12p93dl2/gtslice1/gtssm1/gteutop4,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31479,gen12p93dl2/gtslice1/gtssm1/gteusystop5,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31480,gen12p93dl2/gtslice1/gtssm1/gteutop5,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31481,gen12p93dl2/gtslice1/gtssm1/gteusystop6,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31482,gen12p93dl2/gtslice1/gtssm1/gteutop6,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31483,gen12p93dl2/gtslice1/gtssm1/gteusystop7,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31484,gen12p93dl2/gtslice1/gtssm1/gteutop7,gdt_broadcast.dt_scan_boundary_loopback,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast.dt_scan_boundary_loopback,out,VCCGT
31486,gen12p93dl2/gtslice0/gtsc1/gtfixpar51,svg_vfl_ctx_save_pkt.save,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,svg_vfl_ctx_save_pkt.save,out,VCCGT
31487,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,l3node_dfpd_oa_int_events_1.l3_node_bank_starve_cycles[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,l3node_dfpd_oa_int_events.l3_node_bank_starve_cycles[0],out,VCCGT
31581,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,lsc_gw_rbus_inf_up_1,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar21,lsc_gw_rbus_inf_up,out,VCCGT
31612,gen12p93dl2/gtslice0/gtssm2/gtlscpar11,ssmpar6_lscpar1_dftevent_data.packet_raw.dt_lcp_pulse,in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar61,gdt_gdts_dftevent_data.packet_raw.dt_lcp_pulse,out,VCCGT
31624,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,rpm_gpm_render_fastboot_mode,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,rpm_gpm_render_fastboot_mode,out,VccVNNINF
31656,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lncf_lne_cfg_pkt.arb_local_wgt[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,lncf_lne_cfg_pkt.arb_local_wgt[0],out,VCCGT
31665,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,ft_cru_gass_comp_target_sif_gen_0_cru_gass_comp_put_inf_target_I_data.tag[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_gass_cmp_pkt_3__0.tag[0],out,VCCGT
31759,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,gdt_gdtu_if.tdo,in,VccVNNINF,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,gdt_gdtu_if.tdo,out,VCCGT
31763,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gdt_broadcast_prev.dt_scan_boundlpb_clkgate_ovrd,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar61,gdt_broadcast_next_1.dt_scan_boundlpb_clkgate_ovrd,out,VCCGT
31882,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,lsc_gw_wbus_credit_rel_1,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar21,lsc_gw_wbus_credit_rel,out,VCCGT
32223,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,rru_cl2_data_pkt.data[100],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,rru_forking_out_rr_pkt_2.data[100],out,VCCGT
32265,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,sta_gass_cmd_pkt.ext_attrib.fmt0.reserved[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar41,sta_gass_cmd_pkt.ext_attrib.fmt0.reserved[0],out,VCCGT
32445,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,gdt_broadcast_prev.dt_scan_global_pwroverride,in,VCCGT,gen12p93dl2/gtmempipe0/gtnoderc1,gdt_broadcast_next_1.dt_scan_global_pwroverride,out,VCCGT
32460,gen12p93dl2/gtslice0/gtssm3/gtssmpar21,vdmodi_gtssmpar6_gtssmpar2_rtd,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar61,vdmodi_gtssmpar6_gtssmpar2_rtd,out,VCCGT
32611,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,vs_vf_uv_data.nullprim1,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar21,vs_vf_uv_data.nullprim1,out,VCCGT
32779,gen12p93dl2/gtslice0/gtssm0/gtssmpar31,ft_oa_tdm_put_L_LR,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,oa_tdm_put,out,VCCGT
32897,gen12p93dl2/gtslice1/gtssm3/gtssmpar21,rtf_lsc_credit_rel,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar51,rtf_lsc_credit_rel_1,out,VCCGT
33061,gen12p93dl2/gtmempipe0/gtl3bankm1,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33062,gen12p93dl2/gtmempipe0/gtl3bankm3,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33063,gen12p93dl2/gtmempipe0/gtl3bankm5,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33064,gen12p93dl2/gtmempipe0/gtl3bankm7,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33065,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0cbepar21,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33066,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33068,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar21,cp_cg3ddisramdft,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cg3ddisramdft,out,VCCGT
33245,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,visagtxetlbpar1_visagtcpipepar2_prog_bus_out.visa_all_disable,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar11,visagtxetlbpar1_visagtcpipepar2_prog_bus_out.visa_all_disable,out,VCCGT
33254,gen12p93dl2/gtslice1/gtsc1/gtcpipepar11,wmfe_state_stcbuff_surface_type[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,wmfe_state_stcbuff_surface_type[0],out,VCCGT
33255,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,wmfe_state_stcbuff_surface_type[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,wmfe_state_stcbuff_surface_type[0],out,VCCGT
33280,gen12p93dl2/gtslice1/gtssm1/gteutop6,dpas_ga_out[330],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteusystop6,dpas_ga_out[10][10],out,VCCGT
33305,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,lne_rru_rr_pkt_2.aux_data.fmt0.data_poison,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_rru_rr_pkt_1.aux_data.fmt0.data_poison,out,VCCGT
33312,gen12p93dl2/gtslice0/gtsc1/gtrasterpar21,z_dfpd_oa_int_events_0.ps_iz_pss_pixel_starve_cycles,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,z_dfpd_oa_int_events.ps_iz_pss_pixel_starve_cycles,out,VCCGT
33555,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,gdt_iovglobals.tctrl,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,gdt_iovglobals.tctrl,out,VCCGT
33556,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,gdt_iovglobals.tctrl,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,gdt_iovglobals.tctrl,out,VCCGT
33557,gen12p93dl2/gtslice0/gtsc1/gtrasterpar11,gdt_iovglobals.tctrl,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,gdt_iovglobals.tctrl,out,VCCGT
33558,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,gdt_iovglobals.tctrl,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,gdt_iovglobals.tctrl,out,VCCGT
33559,gen12p93dl2/gtslice0/gtsc1/gtzpipepar21,gdt_iovglobals.tctrl,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,gdt_iovglobals.tctrl,out,VCCGT
33602,gen12p93dl2/gtslice0/gtssm1/gteutop4,dftring_gtssm_out2_gteutop_in2.any_pkt.done,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteusystop4,dftring_gteusystop_out1_gtssm_in1.any_pkt.done,out,VCCGT
33685,gen12p93dl2/gtslice0/gtssm2/gtssmpar61,sbe_ssbe_ctrl.abuf_invalidate,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtrasterpar21,sbe_ssbe_ctrl_2.abuf_invalidate,out,VCCGT
33703,gen12p93dl2/gtslice0/gtsc1/gtrasterpar21,mcrgtcpipepar1_mcrgtrasterpar2_sender_target_inf_up,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,mcrgtcpipepar1_mcrgtrasterpar2_sender_target_inf_up,out,VCCGT
33719,gen12p93dl2/gtslice0/gtssm0/gtssmpar21,sc_chkn_e194_aniso_edge_of_the_map_opt_dis,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar41,sc_chkn_e194_aniso_edge_of_the_map_opt_dis,out,VCCGT
33863,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar11,lnic_slxetlb_data_inf_up_0__0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,lnic_slxetlb_data_inf_up_0__0,out,VCCGT
33865,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar11,lnic_slxetlb_data_inf_up_0__0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,lnic_slxetlb_data_inf_up_0__2,out,VCCGT
33988,gen12p93dl2/gtslice0/gtssm3/gteusystop2,ga_dpas_ina_read_valid,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gteutop2,ga_dpas_ina_read_valid,out,VCCGT
33996,gen12p93dl2/gtslice0/gtsc1/gtrasterpar11,tsl_tdc_inf_up_0__0_1,in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar11,tsl_tdc_inf_up_0,out,VCCGT
34019,gen12p93dl2/gtslice1/gtssm0/gtssmpar61,cru_gass_cmp_pkt_0.parity,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_gass_cmp_pkt_0__0.parity,out,VCCGT
34039,gen12p93dl2/gtslice1/gtssm0/gteutop6,ma_eu_bus_data_sb.sb.r0hdr,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,ma_eu_bus_data_sb_2.sb.r0hdr,out,VCCGT
34367,gen12p93dl2/gtslice1/gtssm3/gtlscpar11,gass_ssclient_comp_pkt_0.clientid.iid[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,gass_ssclient_comp_pkt_0.clientid.iid[0],out,VCCGT
34369,gen12p93dl2/gtslice1/gtssm3/gtssmpar41,gass_ssclient_comp_pkt_0.clientid.iid[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,gass_ssclient_comp_pkt_0.clientid.iid[0],out,VCCGT
34451,gen12p93dl2/gtslice0/gtssm1/gtssmpar41,smp_si_sslapl_starve_cycles,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar21,smp_si_sslapl_starve_cycles,out,VCCGT
34883,gen12p93dl2/gtslice1/gtssm0/gteutop0,dpas_ga_out[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gteusystop0,dpas_ga_out[0][0],out,VCCGT
34943,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,lne_rru_rr_put_0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_rru_rr_put_2,out,VCCGT
35129,gen12p93dl2/gtslice1/gtsc1/gtcpipepar11,svl_pss_mode2[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,svl_pss_mode2[0],out,VCCGT
35130,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,svl_pss_mode2[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,svl_pss_mode2[0],out,VCCGT
35259,gen12p93dl2/gtslice1/gtssm3/gteusystop4,dftring_gtssm_out1_gteusystop_in1.any_pkt.opcode[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gteutop4,dftring_gteutop_out1_gtssm_in1.any_pkt.opcode[0],out,VCCGT
35571,gen12p93dl2/gtslice0/gtssm3/gteutop6,dpas_ga_chn_en[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gteusystop6,dpas_ga_chn_en[0],out,VCCGT
35588,gen12p93dl2/gtslice0/gtssm0/gteusystop6,ga_dpas_data_ina[10][10],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop6,ga_dpas_data_ina[10][10],out,VCCGT
36127,gen12p93dl2/gtslice0/gtssm3/gteusystop0,cp_cg3ddis_dpas_eu,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,cp_cg3ddis_dpas_eu,out,VCCGT
36134,gen12p93dl2/gtslice0/gtssm3/gteusystop7,cp_cg3ddis_dpas_eu,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,cp_cg3ddis_dpas_eu,out,VCCGT
36600,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar31,sqidi_lc_rdata_pkt_1.aux_data.fmt0.reserved[10],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par11,sqidi_lc_rdata_pkt.aux_data.fmt0.reserved[10],out,VCCGT
36617,gen12p93dl2/gtslice0/gtssm2/gtssmpar51,gteutop3_visaeutop_visa_data_bypass_cr_out.visa_data_bus[0][0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gteutop3,visaeutop_visa_data_bypass_cr_out.visa_data_bus[0][0],out,VCCGT
36684,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,cru_ff_cmp_pkt_0.reserved[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_ff_cmp_pkt_0.reserved[0],out,VCCGT
36685,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,cru_ff_cmp_pkt_0.reserved[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_ff_cmp_pkt_0.reserved[0],out,VCCGT
36821,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,tsl_tdc_inf_up_0__0,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar11,tsl_tdc_inf_up_0,out,VCCGT
36849,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,ft_tdl_input1_hiz_tdl_sif_intf_I_data.simple_shader_begin,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtzpipepar21,hiz_tdl_state_1.simple_shader_begin,out,VCCGT
36851,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,tdl_pcp_deref_dv_3,in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,ft_SI_pcp_dref_O_put,out,VCCGT
36943,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,slxetlb_lnic_cmd_pkt_1__1.addr[10],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,slxetlb_lnic_cmd_pkt_1__1.addr[10],out,VCCGT
37181,gen12p93dl2/gtslice0/gtssm0/gtssmpar31,gteutop4_visaeutop_visa_data_bypass_cr_out.visa_bypass_cr[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop4,visaeutop_visa_data_bypass_cr_out.visa_bypass_cr[0],out,VCCGT
37191,gen12p93dl2/gtslice0/gtssm3/gtssmpar21,dftring_gteutop_out2_gtssmpar2_in2.any_pkt.data[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gteutop5,dftring_gteutop_out2_gtssm_in2.any_pkt.data[0],out,VCCGT
37256,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,mcepsts_mcrgtssmpar6_np_put,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar51,mcepsts_mcrgtssmpar6_np_put,out,VCCGT
37665,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,dftring_gtinfpar_vccgt1_scan1_gtsqidim1par2_rptr4.any_pkt.error,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccgt_wrap1,dftring_gtinfpar_vccgt1_scan1_gtsqidim1par2_rptr4.any_pkt.error,out,VCCGT
37751,gen12p93dl2/gtslice1/gtssm1/gtssmpar21,samp_ma_interface.sb.rsvd[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar31,samp_ma_interface_1.sb.rsvd[0],out,VCCGT
37877,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,iz_sbe_sender_inf_up_0,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,iz_sbe_sender_inf_up,out,VCCGT
37883,gen12p93dl2/gtslice1/gtssm0/gtssmpar61,vdmodi_gtssmpar2_gtssmpar6_chain.tck,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,vdmodi_gtssmpar2_gtssmpar6_chain.tck,out,VCCGT
37907,gen12p93dl2/gtslice1/gtsc1/gtzpipepar21,rcpfe_zpbe_results_credit_rel,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,rcpfe_zpbe_results_credit_rel,out,VCCGT
37956,gen12p93dl2/gtslice0/gtssm3/gteutop2,dftring_gtssm_out1_gteutop_in1.any_pkt.error,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar51,dftring_gtssm_out1_gteutop_in1_2.any_pkt.error,out,VCCGT
38135,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,lne_lnep_cmd_pkt_0__1.clientid.tileid[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_lnep_cmd_pkt_1.clientid.tileid[0],out,VCCGT
38139,gen12p93dl2/gtmempipe0/gtnoderc1,mctrmngtmempipeXgtslice0_i_payload.hdr.src_instid[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar11,mcrgtxetlbpar1_o_payload.hdr.src_instid[0],out,VCCGT
38279,gen12p93dl2/gtmempipe0/gtnoderc1,cp_cgucrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cgucrstb_rst,out,VCCGT
38280,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0cbepar11,cp_cgucrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cgucrstb_rst,out,VCCGT
